,Unnamed: 0,sentence_id,sentences,article_id,Unnamed: 4,label,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard,sentiment_polarity,sentiment_subjectivity,Unnamed: 0,0,GPE,CARDINAL,ORG,NORP,PERSON,DATE,TIME,LOC,ORDINAL,EVENT,WORK_OF_ART,FAC,LAW,PRODUCT,MONEY,QUANTITY,PERCENT,LANGUAGE
597,597,18,"The American Jewish Historical Society is not only co-sponsoring a one-state event by an anti-Israel hate group.
",696264594,19,non-propaganda,14.0,14.15,10.05,6,13.5,28.84,20.92,14.5,0.0,13th and 14th grade,-0.16,0.38,0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
598,598,19,"But it’s also hosting it at the Center for Jewish History’s headquarters.
",696264594,20,non-propaganda,9.3,11.82,9.5,4,10.3,42.38,18.13,7.0,0.0,9th and 10th grade,-0.05,0.05,0,,1.0,,,,,,,,,,,1.0,,,,,,
599,599,20,"AJHS is a component of the Center for Jewish History.
",696264594,21,non-propaganda,4.8,6.76,7.29,2,7.2,61.33,12.0,6.0,0.0,6th and 7th grade,-0.05,0.05,0,,1.0,,2.0,,,,,,,,,,,,,,,
600,600,21,"And the partnership between AJHS and JVP sheds light on the controversy over the appointment of David N. Myers, an anti-Israel activist, to head the Center for Jewish History.
",696264594,22,non-propaganda,9.8,10.72,8.71,8,8.9,56.76,16.83,8.75,0.0,8th and 9th grade,0.10000000000000002,0.26666666666666666,0,,3.0,,1.0,,1.0,,,,,,,,,,,,,
601,601,22,"During the Myers controversy, the Center took pains to disassociate Myers and themselves from JVP because a JVP handout had listed him as a “JVP Academic Advisory Board Member.” But in reality the Center, through AJHS, has an ongoing relationship with JVP.
",696264594,23,non-propaganda,23.8,12.72,9.86,11,20.8,20.39,27.28,28.0,0.0,12th and 13th grade,-0.06666666666666668,0.06666666666666668,0,,5.0,,4.0,,,,,,,,,,,,,,,
602,602,23,"The Balfour event was not AJHS’ only partnership with JVP.
",696264594,24,non-propaganda,7.1,9.66,8.87,3,6.0,69.79,16.0,5.0,0.0,8th and 9th grade,0.0,1.0,0,,2.0,,,,,,,,,,,,,,,,,
603,603,24,"In December, the AJHS will feature “Rubble Rubble”, a play by Dan Fishback based on his trip to Israel.
",696264594,25,non-propaganda,9.4,8.07,7.9,4,8.3,69.11,16.02,10.5,0.0,7th and 8th grade,0.0,0.0,0,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,
604,604,25,"Fishback is a BDS supporter and a member of the JVP Artists Council.
",696264594,26,non-propaganda,5.7,6.83,7.93,3,6.0,75.2,14.43,6.5,0.0,6th and 7th grade,0.0,0.0,0,,1.0,,2.0,,,,,,,,,,,,,,,
605,605,26,"His goal is to “normalize Jewish anti-Zionism”.
",696264594,27,non-propaganda,10.3,13.17,13.01,4,9.6,38.99,25.66,4.5,0.0,9th and 10th grade,0.0,0.0,0,,1.0,,,2.0,,,,,,,,,,,,,,
606,606,27,"AJHS and JVP members get discounted admission.
",696264594,28,non-propaganda,9.7,13.17,10.75,3,7.2,55.91,19.94,4.5,0.0,9th and 10th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
607,607,28,"The venue is once again the Center for Jewish History.
",696264594,29,non-propaganda,5.2,7.34,5.71,1,4.8,78.25,8.0,5.0,0.0,4th and 5th grade,-0.05,0.05,0,,1.0,,1.0,,,,,,,,,,,,,,,
608,608,29,"Specifically the Leo and Julia Forchheimer Auditorium at CJH.
",696264594,30,non-propaganda,11.3,15.11,11.1,4,11.5,28.5,21.38,5.5,0.0,11th and 12th grade,0.0,0.0,0,,1.0,,1.0,,,,,,,,,,,,,,,
609,609,30,"Leo Forchheimer’s philanthropy had left its mark on Israel.
",696264594,31,non-propaganda,10.3,13.83,9.35,3,4.4,79.26,16.93,4.5,0.0,4th and 5th grade,0.0,0.0,0,,2.0,,,,1.0,,,,,,,,,,,,,
610,610,31,"What would he think if he knew the anti-Israel purposes that CJH is putting his gift to?
",696264594,32,non-propaganda,7.3,6.67,7.27,3,6.4,79.6,13.86,10.5,0.0,6th and 7th grade,0.0,0.0,0,,2.0,,1.0,,,,,,,,,,,,,,,
611,611,32,"A third AJHS-JVP event featured Efrat Yerday, an anti-Israel activist, accusing Israel of racism.
",696264594,33,propaganda,14.2,15.25,11.1,6,11.1,40.35,22.74,8.0,0.0,10th and 11th grade,0.0,0.0,0,,3.0,,,,,,,,1.0,,1.0,,,,,,,
612,612,33,"Efrat has claimed that, ""Zionism does not only dispossess Palestinians, but it also dispossesses in a very sophisticated way, non-white Jews.
",696264594,34,propaganda,16.4,14.74,8.44,5,13.8,33.24,17.92,14.5,0.0,14th and 15th grade,0.325,1.0,0,,1.0,,,3.0,,,,,,,,,,,,,,
613,613,34,"Being Jewish is highly identified with being white because of Zionism.""
",696264594,35,propaganda,10.6,13.15,9.92,4,9.9,43.39,18.95,5.5,0.0,9th and 10th grade,0.05333333333333334,0.17999999999999994,0,,1.0,,,2.0,,,,,,,,,,,,,,
614,614,35,"AJHS will claim that it is only offering different perspectives.
",696264594,36,non-propaganda,9.9,13.14,7.29,2,8.4,52.87,12.0,7.0,0.0,9th and 10th grade,0.0,0.8,0,,1.0,,1.0,,,,,,,,,,,,,,,
615,615,36,"But when it comes to Israel, there’s only one perspective.
",696264594,37,non-propaganda,7.1,9.08,7.29,2,4.8,78.25,12.0,5.0,0.0,4th and 5th grade,0.0,1.0,0,,2.0,1.0,,,,,,,,,,,,,,,,
616,616,37,"“Balfour” and “Rubble Rubble” are to be part of AJHS’ “1917: How One Year Changed the World”.
",696264594,38,non-propaganda,8.7,8.35,7.27,3,5.2,88.06,13.86,7.5,0.0,7th and 8th grade,0.0,0.0,0,,,1.0,,,,1.0,,,,,1.0,,,,,,,
617,617,38,"The exhibition is supposed to cover WWI, the Bolshevik Revolution, and the Balfour Declaration.
",696264594,39,non-propaganda,13.5,15.25,11.1,6,13.5,23.43,22.74,11.0,0.0,13th and 14th grade,0.0,0.0,0,,1.0,,,,,,,,,1.0,1.0,,,,,,,
618,618,39,"But the only Balfour program on the list questions whether Israel should even exist.
",696264594,40,non-propaganda,9.8,11.53,9.97,5,6.4,74.19,19.89,6.0,0.0,9th and 10th grade,0.0,1.0,0,,2.0,,,,,,,,,,,,,,,,,
619,619,40,"The exhibition closes with Fishback’s anti-Israel agenda.
",696264594,41,non-propaganda,17.1,21.47,17.52,6,15.5,-3.32,37.09,5.5,0.0,17th and 18th grade,0.0,0.0,0,,3.0,,,,,,,,,,,,,,,,,
620,620,41,"And these are the only listed AJHS programs that focus on Israel.
",696264594,42,non-propaganda,6.1,7.93,9.5,4,5.6,76.22,18.13,5.0,0.0,5th and 6th grade,0.0,1.0,0,,2.0,,1.0,,,,,,,,,,,,,,,
621,621,42,"JVP is also the only organization that AJHS chooses to partner with on political events.
",696264594,43,non-propaganda,9.6,10.72,7.54,3,10.3,47.79,14.0,8.5,0.0,10th and 11th grade,0.0,0.55,0,,1.0,,1.0,,,,,,,,,,,,,,,
622,622,43,"The American Jewish Historical Society appears to be uninterested in holding any pro-Israel events.
",696264594,44,non-propaganda,14.8,17.33,12.23,7,14.7,14.97,25.6,11.0,0.0,14th and 15th grade,0.0,0.0,0,,2.0,,,2.0,,,,,,,,,,,,,,
623,623,44,"It’s uninterested in partnering with pro-Israel groups.
",696264594,45,non-propaganda,15.7,19.84,10.75,3,11.9,22.07,19.94,4.5,0.0,19th and 20th grade,0.0,0.0,0,,2.0,,,,,,,,,,,,,,,,,
624,624,45,"Instead it’s providing a forum for a BDS hate group.
",696264594,46,non-propaganda,4.3,6.18,7.29,2,4.8,78.25,12.0,5.0,0.0,4th and 5th grade,-0.8,0.9,0,,1.0,,1.0,,,,,,,,,,,,,,,
625,625,46,"And it’s no mystery why.
",696264594,47,non-propaganda,0.9,1.48,7.04,1,0.5,100.24,10.0,1.5,0.0,0th and 1st grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
626,626,47,"The AJHS Academic Council is packed with anti-Israel activists.
",696264594,48,non-propaganda,12.4,15.74,12.86,5,10.3,36.96,25.82,5.5,0.0,12th and 13th grade,0.0,0.0,0,,2.0,,1.0,,,,,,,,,,,,,,,
627,627,48,"Lila Corwin-Berman, the chair of the AJHS Academic Council who also serves on its board of trustees, is a member of the Open Hillel Academic Council.
",696264594,49,non-propaganda,14.2,9.99,7.36,4,12.3,53.55,16.55,16.0,0.0,9th and 10th grade,0.0,0.16666666666666666,0,,1.0,,3.0,,,,,,,,,,,,,,,
628,628,49,"Open Hillel seeks to ""open"" the campus group to BDS and other anti-Israel views.
",696264594,50,non-propaganda,8.5,8.63,8.84,4,6.4,74.19,17.03,7.0,0.0,8th and 9th grade,-0.04166666666666666,0.4583333333333333,0,,2.0,,1.0,,,,,,,,,,,,,,,
629,629,50,"Berman has defended the anti-Israel hate group IfNotNow, which employs JVP tactics, and condemned efforts to fight BDS.
",696264594,51,non-propaganda,14.5,14.32,11.55,8,10.3,53.21,24.98,11.0,0.0,10th and 11th grade,-0.8,0.9,0,,3.0,,1.0,,,,,,,,,,,1.0,,,,
630,630,51,"She signed a petition in support of BDS activists being allowed to enter Israel.
",696264594,52,non-propaganda,8.5,9.91,9.97,5,8.8,57.27,19.89,7.0,0.0,9th and 10th grade,0.0,0.0,0,,2.0,,1.0,,,,,,,,,,,,,,,
631,631,52,"Other AJHS Academic Council members who signed the pro-BDS activist petition include Ari Kelman, Riv-Ellen Prell, Deborah Dash Moore, Rachel Kranson, Libby Garland and Kirsten Fermaglich.
",696264594,53,non-propaganda,21.1,17.82,12.21,12,14.6,36.63,28.86,16.0,0.0,14th and 15th grade,-0.0625,0.1875,0,,1.0,,2.0,,6.0,,,,,,,,,,,,,
632,632,53,"When we look at what is going on in CJH’s components like the AJHS, the elevation of David N. Myers to head CJH is unsurprising.
",696264594,54,non-propaganda,4.6,5.5,6.78,4,5.8,75.71,11.4,6.75,0.0,6th and 7th grade,0.0,0.0,0,,1.0,,3.0,,1.0,,,,,,,,,,,,,
633,633,54,"Myers is a symptom of the problem.
",696264594,55,non-propaganda,1.6,3.26,10.75,3,3.7,81.29,19.94,2.5,0.0,3rd and 4th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
634,634,55,"As is AJHS’s partnership with JVP.
",696264594,56,non-propaganda,5.1,7.18,9.2,2,4.5,73.85,15.73,3.0,0.0,4th and 5th grade,0.0,0.0,0,,2.0,,1.0,,,,,,,,,,,,,,,
635,635,56,"A great deal of shocking behavior is taking place inside Jewish organizations whose inner workings most people in the Jewish community generally pay very little attention to.
",696264594,57,non-propaganda,18.1,14.8,9.65,8,17.4,18.69,22.65,18.5,0.0,18th and 19th grade,0.013281250000000008,0.44583333333333336,0,,1.0,,,2.0,,,,,,,,,,,,,,
636,636,57,"Unlike CJH, the American Jewish Historical Society is an organization that dates back to the 19th century.
",696264594,58,non-propaganda,12.3,12.82,10.05,6,13.5,28.84,20.92,13.5,0.0,13th and 14th grade,0.0,0.0,0,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,
637,637,58,"Its perversion by the radical anti-Jewish and anti-Israel left to serve anti-Semitic narratives is tragic.
",696264594,59,propaganda,15.3,16.52,11.75,7,13.9,22.41,24.67,13.5,0.0,13th and 14th grade,-0.375,0.375,0,,2.0,,,1.0,,,,,,,,,,,,,,
638,638,59,"And yet it’s inescapable.
",696264594,60,non-propaganda,7.7,8.7,7.78,1,1.3,92.8,11.6,1.0,0.0,7th and 8th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
639,639,60,"Even as the Myers scandal continues to simmer, the AJHS partnership with JVP is making the choice painfully clear.
",696264594,61,propaganda,12.1,11.72,9.57,6,9.5,60.65,20.23,11.5,0.0,11th and 12th grade,0.10000000000000002,0.3833333333333333,0,,2.0,,2.0,,,,,,,,,,,,,,,
640,640,61,"The radical anti-Israel left will not be satisfied with embedding “moderate” opposing voices into Jewish organizations.
",696264594,62,non-propaganda,17.5,19.78,14.3,10,17.8,-3.99,31.4,15.0,0.0,17th and 18th grade,0.125,0.425,0,,2.0,,,1.0,,,,,,,,,,,,,,
641,641,62,"Instead it seeks to normalize the furthest extremes of anti-Israel hatred.
",696264594,63,non-propaganda,11.9,14.77,12.79,6,9.9,43.39,26.22,6.5,0.0,9th and 10th grade,0.0,0.0,0,,2.0,,,,,,,,,,,,,,,,,
642,642,63,"And it will not be satisfied with anything less.
",696264594,64,non-propaganda,4.5,6.7,5.84,1,3.3,87.72,8.04,4.5,0.0,4th and 5th grade,0.16666666666666669,0.5333333333333333,0,,1.0,,,,,,,,,,,,,,,,,
643,643,64,"During the Myers controversy, defenders of his appointment, including some figures named here, claimed that it was an issue of apolitical scholarship.
",696264594,65,non-propaganda,17.4,15.95,11.19,9,14.2,32.22,25.16,17.0,0.0,16th and 17th grade,0.0,0.0,0,,1.0,,1.0,,,,,,,,,,,,,,,
644,644,65,"Is co-sponsoring events with a hate group that has sponsored talks by a woman who accused Jews of drinking blood also apolitical scholarship?
",696264594,66,propaganda,14.7,12.77,8.9,6,11.1,56.59,19.63,14.5,0.0,14th and 15th grade,-0.8,0.9,0,,1.0,,,1.0,,,,,,,,,,,,,,
645,645,66,"The anti-Israel leftists at the AJHS are clearly not leaving their politics at home.
",696264594,67,non-propaganda,9.8,11.13,9.97,5,8.8,57.27,19.89,8.0,0.0,9th and 10th grade,-0.05000000000000001,0.3833333333333333,0,,2.0,,,,,,,1.0,,,,,,,,,,
646,646,67,"And support for them and for Myers cannot be distinguished from support for their views.
",696264594,68,non-propaganda,9.6,10.72,7.54,3,6.8,73.17,14.0,7.5,0.0,7th and 8th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
647,647,68,"Not when JVP is at AJHS.
",696264594,69,non-propaganda,-2.8,-2.46,0.3,0,0.9,99.23,2.4,2.0,0.0,0th and 1st grade,0.0,0.0,0,,1.0,,1.0,,,,,,,,,,,,,,,
648,648,69,"We all have choices to make.
",696264594,70,propaganda,0.4,1.38,6.57,1,0.9,99.23,9.07,2.0,0.0,0th and 1st grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
649,649,70,"Sometimes the choices are murky.
",696264594,71,non-propaganda,8.4,10.76,7.04,1,2.9,83.32,10.0,1.5,0.0,2nd and 3rd grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
650,650,71,"Other times they are simple and easy.
",696264594,72,non-propaganda,3.6,5.75,0.35,0,2.5,89.75,2.8,2.5,0.0,2nd and 3rd grade,0.1027777777777778,0.5218253968253969,0,,1.0,,,,,,,,,,,,,,,,,
651,651,72,"When the American Jewish Historical Society hosts and co-sponsors an event by a BDS hate group attacking the existence of Israel and featuring a speaker who had defended terrorism and anti-Semitism, the choice becomes easy.
",696264594,73,non-propaganda,21.6,14.11,10.79,12,18.1,27.49,27.71,26.5,0.0,-1th and 0th grade,-0.07333333333333332,0.3466666666666667,0,,2.0,,1.0,3.0,,,,,,,,,,,,,,
652,652,73,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews.
",696264594,74,propaganda,8.8,7.54,6.28,2,6.8,78.59,11.64,8.0,0.0,6th and 7th grade,-0.2,0.0,0,,2.0,,2.0,1.0,,,,,,,,,,,,,,
653,653,74,"As the anti-Israel radicalism of the left grows, such choices will become even more obscenely simple.
",696264594,75,non-propaganda,12.2,12.87,9.36,5,10.7,46.78,18.9,11.0,0.0,10th and 11th grade,0.125,0.3392857142857143,0,,2.0,,,,,,,,,,,,,,,,,
654,654,75,"But they will not be any less difficult.
",696264594,76,non-propaganda,2.6,4.31,6.01,1,2.9,88.74,8.2,4.0,0.0,2nd and 3rd grade,-0.3333333333333333,0.5333333333333333,0,,1.0,,,,,,,,,,,,,,,,,
655,655,76,"Opposing the anti-Israel left makes many important enemies and wins few friends.
",696264594,77,non-propaganda,12.0,14.72,9.5,4,10.3,42.38,18.13,9.0,0.0,9th and 10th grade,0.2,0.36,0,,2.0,,,,,,,,,,,,,,,,,
656,656,77,"The anti-Israel left has built networks that can blacklist, smear and silence almost anyone in an academic field.
",696264594,78,non-propaganda,13.0,12.7,8.92,5,10.3,53.21,18.31,11.0,0.0,12th and 13th grade,0.0,0.0,0,,2.0,,,,,,,,,,,,,,,,,
657,657,78,"Speaking out against hate is easiest when it’s weakest.
",696264594,79,non-propaganda,8.2,11.22,9.35,3,3.3,87.72,16.93,4.5,0.0,-1th and 0th grade,-0.8,0.9,0,,1.0,,,,,,,,,,,,,,,,,
658,658,79,"It’s hardest when it’s strongest.
",696264594,80,non-propaganda,9.3,11.92,10.2,2,0.5,100.24,18.0,1.5,0.0,0th and 1st grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
659,659,80,"When we think about Nazi Germany, we remember those who spoke out.
",696264594,81,non-propaganda,6.6,7.93,5.55,1,4.4,84.68,8.13,6.0,0.0,5th and 6th grade,0.0,0.0,0,,2.0,,,1.0,,,,,,,,,,,,,,
660,660,81,"We don’t remember those who were too intimidated and uncertain to rise against anti-Semitism when they saw it and heard it.
",696264594,82,non-propaganda,12.4,10.91,6.93,3,10.3,58.62,14.11,14.5,0.0,10th and 11th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
661,661,82,"History tells us why so many people are afraid to do the right thing when it counts.
",696264594,83,non-propaganda,6.2,5.62,0.84,0,5.2,88.06,6.8,8.5,0.0,5th and 6th grade,0.061904761904761914,0.6452380952380952,0,,1.0,,,,,,,,,,,,,,,,,
662,662,83,"It also tells us how irrelevant history makes them.
",696264594,84,non-propaganda,6.1,8.67,5.84,1,8.0,53.88,8.04,5.5,0.0,5th and 6th grade,-0.5,1.0,0,,1.0,,,,,,,,,,,,,,,,,
663,663,84,"There are lessons here for the Center for Jewish History and the American Jewish Historical Society, for those on the inside who see the corruption of their organizations every day and for those on the outside who are worried about speaking up.
",696264594,85,non-propaganda,22.5,11.51,8.35,7,18.5,37.31,23.47,27.0,0.0,11th and 12th grade,-0.016666666666666666,0.025000000000000005,0,,1.0,,2.0,1.0,,,,,,,,,,,,,,
664,664,85,"There are lessons here for all of us.
",696264594,86,non-propaganda,0.8,2.1,0.4,0,-0.8,114.12,3.2,3.0,0.0,-1th and 0th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
665,665,86,"If you can’t speak out against the American Jewish Historical Society’s partnership with a hate group linked to a literal blood libels and a speaker who defends Hamas, when will your voice be heard?
",696264594,87,non-propaganda,18.6,11.27,8.57,7,14.2,53.89,21.84,22.0,0.0,21st and 22nd grade,-0.2,0.225,0,,1.0,,2.0,2.0,,,,,,,,,,,,,,
666,666,0,"Tea With the Curate: The Attack on Marriage is an Attack on Christ in the Eucharist
",696694316,1,non-propaganda,6.9,7.07,6.4,2,6.0,80.62,11.4,7.0,0.0,6th and 7th grade,0.0,0.0,0,,1.0,,,,,,,,,,1.0,,,,,,,
667,667,2,"Pope Paul VI’s 1965 encyclical on the Eucharist, “Mysterium Fidei,” was the first place I saw anyone say that the body and blood, soul and complete divinity of Christ was actually present in the consecrated species.
",696694316,3,non-propaganda,20.3,11.85,8.49,7,15.0,51.86,22.18,23.0,0.0,22nd and 23rd grade,0.1375,0.33333333333333337,0,,1.0,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,
668,668,3,"Having been raised in Remi de Roo’s Victoria in the 1970s, I had naturally never heard anything at all about the Eucharist.
",696694316,4,non-propaganda,11.6,9.34,7.6,4,10.7,57.61,16.07,13.0,0.0,10th and 11th grade,-0.05,0.4,0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
669,669,4,"The understanding that Catholics believed what they believe about it came as a bit of a shock.
",696694316,5,non-propaganda,9.0,9.05,6.34,2,6.4,79.6,11.51,8.5,0.0,8th and 9th grade,0.0,0.0,0,,1.0,,,1.0,,,,,,,,,,,,,,
670,670,5,"(Read the full document here. )
",696694316,6,non-propaganda,6.5,6.12,7.04,1,5.2,66.4,10.0,3.0,0.0,6th and 7th grade,0.35,0.55,0,,1.0,,,,,,,,,,,,,,,,,
671,671,6,"With the hindsight of 52 years and a great deal of very dirty and unappealing water under the Catholic bridge, we can see it as a kind of warning prophecy.
",696694316,7,propaganda,13.5,7.5,7.23,4,11.5,66.41,17.33,16.0,0.0,7th and 8th grade,0.044000000000000004,0.65,0,,1.0,,,1.0,,1.0,,,,,,,,,,,,
672,672,7,"Published just three months before the close of Vatican II and just as Annibale Bugnini was cranking open the floodgates of his never-ending stream of liturgical alterations, Mysterium Fidei is now an important marker of a critical turning point in Catholic history, perhaps the most important of modern times.
",696694316,8,non-propaganda,28.4,14.29,10.26,13,22.4,21.74,30.21,34.5,0.0,-1th and 0th grade,0.21428571428571427,0.6,0,,1.0,,,1.0,2.0,1.0,,,,1.0,,,,,,,,
673,673,9,"Who can read this without cringing at what we now know was about to happen:
",696694316,10,propaganda,5.5,5.73,5.43,1,4.4,90.09,8.67,6.5,0.0,5th and 6th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
674,674,10,"Therefore, we earnestly hope that the restored sacred liturgy will bring forth abundant fruits of eucharistic devotion, so that the Holy Church, under this saving sign of piety, may make daily progress toward perfect unity and may invite all Christians to a unity of faith and of love, drawing them gently, thanks to the action of divine grace.
",696694316,11,non-propaganda,31.0,11.68,10.6,15,23.6,29.53,33.54,31.0,0.0,30th and 31st grade,0.4000000000000001,0.475,0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
675,675,11,"But in 1983 at the start of my personal investigations into the Catholic religion, I knew nothing of any of that.
",696694316,12,non-propaganda,10.2,8.12,6.93,3,10.3,58.62,14.11,13.5,0.0,9th and 10th grade,0.0,0.2,0,,1.0,,,1.0,,1.0,,,,,,,,,,,,
676,676,12,"The encyclical, the very first I ever read, was also a marker for me of a personal turning point.
",696694316,13,non-propaganda,7.9,6.21,7.9,4,8.3,69.11,16.02,11.5,0.0,7th and 8th grade,0.1625,0.3666666666666667,0,,1.0,,,,,,,,,,,,,,,,,
677,677,13,"It was the first time I had ever seen Catholic eucharistic doctrine clearly and – most importantly – unapologetically stated.
",696694316,14,non-propaganda,13.8,13.46,9.37,6,12.3,42.72,20.0,13.0,0.0,12th and 13th grade,0.25,0.4633333333333333,0,,1.0,,,1.0,,,,,1.0,,,,,,,,,
678,678,14,"It came right out and said something so astounding, something so completely unlikely, that I had to admit that it left very few logical possibilities.
",696694316,15,non-propaganda,15.0,11.78,8.67,6,13.0,46.1,19.6,17.5,0.0,12th and 13th grade,0.06261904761904763,0.4026190476190476,0,,1.0,,,,,,,,,,,,,,,,,
679,679,15,"Like C.S.
",696694316,16,non-propaganda,0.8,-10.31,0.1,0,-3.1,120.21,0.8,0.0,0.0,-1th and 0th grade,0.0,0.0,0,,1.0,,,,,,,,,,,,,,,,,
680,680,16,"Lewis’s assessment of the claims by Christ of His own divinity, this pope was either mad, bad or telling the plain truth.
",696694316,17,non-propaganda,11.2,8.53,6.16,2,8.3,74.53,12.44,13.0,0.0,8th and 9th grade,-0.2348214285714285,0.7559523809523809,0,,1.0,,1.0,,,,,,,,,,,,,,,
681,681,18,"Something that may be much more noteworthy now in our current circumstances than it was the year I read it, is that the pope’s very first quote was not of scripture, but the Council of Trent:
",696694316,19,non-propaganda,17.1,8.14,7.62,5,13.8,60.32,19.96,20.0,0.0,7th and 8th grade,0.275,0.4444444444444445,0,,,,1.0,,,1.0,,,1.0,,,,,,,,,
682,682,19,"“At the Last Supper, on the night He was handed over, Our Lord instituted the Eucharistic Sacrifice of His Body and Blood, to perpetuate the sacrifice of the cross throughout the ages until He should come, and thus entrust to the Church, His beloved spouse, the memorial of His death and resurrection: a sacrament of devotion, a sign of unity, a bond of charity, a paschal banquet in which Christ is received, the soul is filled with grace and there is given to us the pledge of future glory.”
",696694316,20,non-propaganda,44.5,9.6,10.89,16,35.6,-1.95,42.79,53.5,0.0,35th and 36th grade,0.22000000000000006,0.4183333333333333,0,,1.0,,3.0,,,,1.0,,,,,,,,,,,
683,683,21,"In these words are highlighted both the sacrifice, which pertains to the essence of the Mass which is celebrated daily, and the sacrament in which the faithful participate in Holy Communion by eating the Flesh of Christ and drinking His Blood, receiving both grace, the beginning of eternal life, and the medicine of immortality.
",696694316,22,non-propaganda,29.7,12.72,10.12,13,23.2,25.13,31.23,35.0,0.0,12th and 13th grade,0.175,0.375,0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,
684,684,22,"I remember my thoughts upon reading this shocking statement… “By doing what?
",696694316,23,non-propaganda,10.5,13.27,8.18,3,9.2,50.84,14.8,7.0,0.0,8th and 9th grade,-1.0,1.0,0,,1.0,,,,,,,,,,,,,,,,,
685,685,23,"!”
",696694316,24,non-propaganda,-6.9,-33.81,0.05,0,-3.5,121.22,0.4,-0.5,0.0,-1th and 0th grade,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
686,686,25,"My acceptance from the reading of this document of the Church’s orthodox eucharistic doctrine was based in part on Pope Paul’s gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it.
",696694316,26,propaganda,20.8,12.66,8.93,8,17.3,34.94,23.29,26.0,0.0,-1th and 0th grade,0.006249999999999978,0.8375,0,,1.0,,1.0,,1.0,,,,,,,,,,,,,
687,687,26,"What could conceivably be the reason to say anything as wild as this if it weren’t true?
",696694316,27,non-propaganda,7.3,7.02,5.41,1,5.2,88.06,9.15,8.5,0.0,5th and 6th grade,0.18333333333333332,0.45,0,,1.0,,,,,,,,,,,,,,,,,
688,688,28,"The idea of transubstantiation struck me as I read that document as possibly the strangest and most earth shattering thing I’d ever heard.
",696694316,29,propaganda,14.0,12.25,7.52,4,11.1,56.59,16.16,15.5,0.0,15th and 16th grade,0.25,0.75,0,,1.0,,,,,,,1.0,,,,,,,,,,
689,689,29,"It shocked me out of a kind of swamp of intellectual worldliness; presenting the idea to my thirsty mind that there could indeed be fantastic realities far more wonderful than the banal and painfully uninteresting secularist worldview I had been taught to accept.
",696694316,30,propaganda,24.4,13.3,9.44,10,21.2,19.37,26.5,29.5,0.0,12th and 13th grade,0.13333333333333336,0.7666666666666667,0,,1.0,,,,,,,,,,,,,,,,,
690,690,30,"It was as though someone had plausibly told me that, yes, there were fairies and magical kingdoms in real life, “just around the corner”.
",696694316,31,propaganda,13.1,9.87,6.8,3,9.1,72.5,14.6,14.0,0.0,9th and 10th grade,0.4,0.6,0,,1.0,,,,,,,,,,,,,,,,,
691,691,32,"By the time I read it, I had been through a long, slow transition from a childhood devoted to Our Lady and confirmed in my belief in wonders, to a kind of disappointed practical atheism after three years in a diocesan Catholic parochial school.
",696694316,33,non-propaganda,22.2,9.71,9.05,9,18.1,43.74,25.78,26.0,0.0,25th and 26th grade,-0.01666666666666668,0.5916666666666667,0,,1.0,,,1.0,,1.0,,,,,,,,,,,,
692,692,33,"I had been taught, by both word and implication, that everything the Catholic Church had taught before Vatican II was pernicious nonsense.
",696694316,34,propaganda,14.8,13.05,7.6,4,10.7,57.61,16.07,15.0,0.0,14th and 15th grade,0.0,0.1,0,,1.0,,1.0,,,,,,,1.0,,,,,,,,
693,693,34,"Where it was simply wrong it was ridiculous and where it was wrong and political it was outright wicked.
",696694316,35,propaganda,9.6,8.99,7.9,4,7.2,77.57,16.02,10.5,0.0,7th and 8th grade,-0.3333333333333333,0.725,0,,1.0,,,,,,,,,,,,,,,,,
694,694,36,"What led me to read that particular encyclical is the most clearly identifiable moment of actual grace in my young life to that point.
",696694316,37,non-propaganda,12.6,9.87,8.12,5,11.5,55.58,17.93,16.0,0.0,9th and 10th grade,0.1733333333333333,0.3666666666666667,0,,1.0,,,,,,,,,,,,,,,,,
